train_id,source_station,source_code,source_zone,destination_station,destination_code,destination_zone,distance,wagon_count,total_weight,locomotive_power,locomotive_type,cargo_type,congestion_level,num_trains_section,avg_wait_time,signal_delay,track_type,rainfall,temperature,fog,date,delay
FT137162,Itarsi Junction,ET,CR,Ghaziabad Junction,GZB,NR,213,47.0,3584.0,6120.0,WAG12,Steel,45,12,8,4,single,17.0,20,0,2023-11-09,33
FT137163,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,943,39.0,3943.0,7470.0,WAG9,Container,81,9,22,12,double,9.0,21,0,2023-11-09,45
FT137164,New Delhi,NDLS,NR,Mumbai Central,BCT,WR,1357,38.0,3062.0,4815.0,WAG9,Coal,17,16,11,8,double,26.0,42,1,2023-09-06,28
FT137165,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1646,24.0,2505.0,4302.0,WAG12,Cement,33,14,25,1,double,13.0,42,1,2023-01-25,52
FT137166,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,491,24.0,1903.0,6809.0,WAG9,Coal,26,14,7,14,double,18.0,27,1,2023-08-15,45
FT137167,Chennai Central,MAS,SR,Kanpur Central,CNB,NCR,720,21.0,3327.0,7936.0,WAG9,Steel,78,15,17,13,double,22.0,29,1,2023-08-19,69
FT137168,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,1666,38.0,2272.0,7300.0,WAG7,Cement,47,14,11,6,double,20.0,20,0,2023-01-27,67
FT137169,New Delhi,NDLS,NR,Kharagpur Junction,KGP,SER,1901,37.0,3804.0,7149.0,WAG9,Steel,35,19,35,8,double,22.0,42,1,2023-07-19,69
FT137170,Howrah Junction,HWH,ER,Bhopal Junction,BPL,WCR,404,47.0,,4351.0,WAG12,Container,12,10,33,12,single,7.0,21,1,2023-04-13,23
FT137171,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,276,40.0,2162.0,4700.0,WAG12,Cement,30,10,36,3,double,6.0,23,1,2023-03-22,48
FT137172,Patna Junction,PNBE,ECR,Kanpur Central,CNB,NCR,391,45.0,3710.0,5016.0,WAG12,Cement,80,14,19,10,double,0.0,23,0,2023-08-14,58
FT137173,Itarsi Junction,ET,CR,Howrah Junction,HWH,ER,702,30.0,3565.0,6096.0,WAG9,Cement,54,9,16,12,double,19.0,34,0,2023-11-01,48
FT137174,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,731,57.0,2698.0,5799.0,WAG12,Cement,90,14,37,14,double,9.0,24,1,2023-04-13,73
FT137175,Kanpur Central,CNB,NCR,Kharagpur Junction,KGP,SER,1038,39.0,3478.0,5483.0,WAG12,Coal,20,11,32,5,double,0.0,41,0,2023-10-26,33
FT137176,Itarsi Junction,ET,CR,Mumbai Central,BCT,WR,2619,20.0,2316.0,7447.0,WAG9,Container,67,6,25,8,double,21.0,23,0,2023-10-09,63
FT137177,Ghaziabad Junction,GZB,NR,Kharagpur Junction,KGP,SER,1956,33.0,3467.0,6702.0,WAG12,Steel,82,15,18,8,single,16.0,35,1,2023-08-25,86
FT137178,Mumbai Central,BCT,WR,Ghaziabad Junction,GZB,NR,200,41.0,2106.0,5998.0,WAG9,Cement,96,13,18,1,double,1.0,26,0,2023-11-17,67
FT137179,Bhopal Junction,BPL,WCR,Patna Junction,PNBE,ECR,215,58.0,2200.0,7817.0,WAG12,Cement,86,15,28,12,single,27.0,26,1,2023-09-19,66
FT137180,Patna Junction,PNBE,ECR,Kanpur Central,CNB,NCR,1751,53.0,3639.0,4021.0,WAG12,Container,42,18,16,1,double,22.0,21,0,2023-02-13,68
FT137181,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,1795,23.0,2687.0,7832.0,WAG7,Cement,60,9,33,10,double,18.0,32,1,2023-06-03,91
FT137182,Itarsi Junction,ET,CR,Bhopal Junction,BPL,WCR,1616,36.0,,5275.0,WAG12,Container,47,8,22,4,single,25.0,43,0,2023-05-22,82
FT137183,New Delhi,NDLS,NR,Mumbai Central,BCT,WR,1994,,2047.0,6947.0,WAG9,Steel,87,9,32,10,double,5.0,27,0,2023-10-20,99
FT137184,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,535,42.0,3147.0,6765.0,WAG7,Container,32,18,17,7,double,25.0,40,0,2023-12-23,36
FT137185,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,824,28.0,2407.0,7715.0,WAG12,Steel,72,5,25,6,double,1.0,38,1,2023-02-03,61
FT137186,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1507,52.0,3534.0,6997.0,WAG12,Coal,55,11,33,3,double,24.0,39,1,2023-09-29,54
FT137187,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,687,36.0,1625.0,6382.0,WAG12,Container,65,13,30,5,double,23.0,24,0,2023-04-08,58
FT137188,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,347,23.0,1851.0,5312.0,WAG12,Cement,88,15,8,4,single,,35,0,2023-11-27,54
FT137189,Bhopal Junction,BPL,WCR,Patna Junction,PNBE,ECR,399,49.0,3732.0,4578.0,WAG12,Container,13,7,29,5,single,24.0,23,0,2023-04-17,32
FT137190,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,1799,51.0,2557.0,,WAG7,Coal,97,9,37,1,single,5.0,30,1,2023-08-31,107
FT137191,Bhopal Junction,BPL,WCR,Howrah Junction,HWH,ER,1754,50.0,2222.0,7719.0,WAG9,Cement,76,8,10,7,single,21.0,32,0,2023-09-18,85
FT137192,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,926,30.0,2947.0,6925.0,WAG7,Coal,61,11,20,14,double,29.0,34,1,2023-12-09,57
FT137193,Patna Junction,PNBE,ECR,Ghaziabad Junction,GZB,NR,909,51.0,2376.0,7313.0,WAG12,Container,38,7,15,1,double,6.0,23,0,2023-09-22,38
FT137194,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1981,52.0,1649.0,6097.0,WAG9,Cement,39,18,8,3,single,8.0,26,0,2023-04-24,59
FT137195,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,1822,55.0,3043.0,4736.0,WAG12,Container,89,12,30,1,double,23.0,37,1,2023-12-11,103
FT137196,Bhopal Junction,BPL,WCR,Kharagpur Junction,KGP,SER,1350,31.0,1744.0,4149.0,WAG12,Cement,48,15,28,13,single,2.0,21,1,2023-02-23,63
FT137197,Kanpur Central,CNB,NCR,New Delhi,NDLS,NR,1801,44.0,1709.0,,WAG7,Steel,40,11,21,2,single,11.0,41,1,2023-12-03,49
FT137198,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1229,48.0,2297.0,7363.0,WAG9,Coal,57,17,21,12,double,6.0,44,1,2023-10-25,144
FT137199,Ghaziabad Junction,GZB,NR,Howrah Junction,HWH,ER,1073,24.0,3199.0,6107.0,WAG9,Cement,65,11,16,14,single,27.0,25,1,2023-05-08,53
FT137200,Chennai Central,MAS,SR,Kanpur Central,CNB,NCR,998,47.0,1811.0,5814.0,WAG7,Container,76,19,17,5,single,6.0,26,0,2023-10-13,52
FT137201,Patna Junction,PNBE,ECR,Bhopal Junction,BPL,WCR,587,20.0,3745.0,,WAG9,Coal,42,11,13,11,single,7.0,23,1,2023-01-15,34
FT137202,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,1028,48.0,2115.0,4888.0,WAG9,Steel,91,15,27,11,double,14.0,42,0,2023-03-08,70
FT137203,Ghaziabad Junction,GZB,NR,Bhopal Junction,BPL,WCR,496,47.0,3866.0,4140.0,WAG7,Container,98,12,9,14,single,26.0,20,0,2023-07-14,76
FT137204,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1343,48.0,3997.0,4056.0,WAG9,Steel,54,13,22,5,double,14.0,34,0,2023-07-18,53
FT137205,Patna Junction,PNBE,ECR,Itarsi Junction,ET,CR,1909,29.0,3105.0,5912.0,WAG7,Steel,68,13,20,1,single,20.0,21,1,2023-06-05,106
FT137206,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,1214,32.0,1697.0,4398.0,WAG12,Steel,13,10,7,10,single,0.0,35,0,2023-12-07,29
FT137207,Mumbai Central,BCT,WR,Kanpur Central,CNB,NCR,1689,38.0,3081.0,7826.0,WAG7,Container,37,9,12,11,double,13.0,26,1,2023-09-11,36
FT137208,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,1981,38.0,3503.0,,WAG7,Cement,17,19,25,10,single,23.0,21,1,2023-01-13,67
FT137209,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,1343,24.0,,5091.0,WAG9,Cement,92,13,5,9,single,27.0,20,0,2023-11-25,99
FT137210,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,1864,35.0,3494.0,5664.0,WAG9,Container,52,16,26,14,double,12.0,21,0,2023-10-06,51
FT137211,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,1923,32.0,2077.0,7720.0,WAG9,Coal,11,16,37,14,single,12.0,37,0,2023-03-10,37
FT137212,Patna Junction,PNBE,ECR,Kharagpur Junction,KGP,SER,1093,33.0,2852.0,5329.0,WAG12,Coal,39,12,12,7,double,0.0,32,0,2023-02-05,45
FT137213,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,1624,54.0,2443.0,6652.0,WAG7,Cement,45,19,7,14,single,15.0,21,0,2023-11-03,56
FT137214,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,2118,43.0,1898.0,7639.0,WAG9,Cement,98,17,11,6,single,26.0,39,0,2023-11-02,80
FT137215,Kharagpur Junction,KGP,SER,Howrah Junction,HWH,ER,1411,24.0,3141.0,4939.0,WAG7,Cement,92,13,9,14,double,19.0,35,0,2023-03-31,97
FT137216,Mumbai Central,BCT,WR,Ghaziabad Junction,GZB,NR,1499,41.0,1587.0,4604.0,WAG7,Steel,79,15,34,9,double,14.0,27,0,2023-05-28,88
FT137217,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,990,57.0,2979.0,4721.0,WAG12,Container,90,12,9,5,single,20.0,35,0,2023-01-13,88
FT137218,Howrah Junction,HWH,ER,Chennai Central,MAS,SR,630,25.0,3268.0,5915.0,WAG7,Steel,35,16,14,13,double,29.0,24,0,2023-10-03,38
FT137219,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,1609,22.0,1510.0,4636.0,WAG9,Coal,29,16,6,1,double,11.0,31,1,2023-12-03,38
FT137220,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,1161,37.0,3797.0,6374.0,WAG12,Container,94,8,18,9,single,16.0,25,0,2023-04-13,72
FT137221,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,1725,54.0,3156.0,4579.0,WAG7,Coal,29,10,28,1,double,0.0,21,1,2023-04-27,45
FT137222,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,666,45.0,3331.0,4518.0,WAG9,Container,94,12,39,2,double,24.0,34,0,2023-01-08,91
FT137223,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,1380,39.0,3382.0,5823.0,WAG12,Cement,37,13,31,10,double,26.0,34,1,2023-10-09,46
FT137224,Itarsi Junction,ET,CR,Ghaziabad Junction,GZB,NR,521,48.0,1755.0,4750.0,WAG7,Steel,42,14,28,10,single,9.0,27,1,2023-04-04,33
FT137225,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,231,30.0,2117.0,5064.0,WAG9,Container,86,11,23,3,double,18.0,24,1,2023-07-15,61
FT137226,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,926,54.0,1736.0,4912.0,WAG12,Coal,79,16,37,3,double,19.0,20,0,2023-01-27,69
FT137227,Ghaziabad Junction,GZB,NR,Kharagpur Junction,KGP,SER,823,46.0,3926.0,4046.0,WAG9,Steel,62,14,13,10,double,21.0,20,0,2023-01-12,69
FT137228,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,390,34.0,2828.0,4685.0,WAG9,Cement,48,10,5,9,single,27.0,25,1,2023-03-24,66
FT137229,Chennai Central,MAS,SR,New Delhi,NDLS,NR,1966,32.0,3144.0,7921.0,WAG12,Coal,11,14,21,13,double,12.0,43,0,2023-02-21,53
FT137230,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1741,45.0,3328.0,7666.0,WAG12,Container,97,9,25,7,double,21.0,32,0,2023-01-27,98
FT137231,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,675,22.0,2488.0,5408.0,WAG9,Steel,91,15,27,13,single,16.0,22,0,2023-10-03,73
FT137232,New Delhi,NDLS,NR,Ghaziabad Junction,GZB,NR,1903,41.0,,,WAG7,Steel,17,17,15,2,single,3.0,29,0,2023-05-19,46
FT137233,Bhopal Junction,BPL,WCR,New Delhi,NDLS,NR,1448,26.0,3832.0,5136.0,WAG7,Coal,33,11,14,4,single,,38,1,2023-09-28,66
FT137234,Chennai Central,MAS,SR,Kharagpur Junction,KGP,SER,1820,21.0,,6839.0,WAG9,Steel,11,19,28,8,double,5.0,43,0,2023-07-24,37
FT137235,Ghaziabad Junction,GZB,NR,Itarsi Junction,ET,CR,863,49.0,2412.0,5107.0,WAG7,Cement,19,16,21,1,double,5.0,22,0,2023-07-20,53
FT137236,New Delhi,NDLS,NR,Chennai Central,MAS,SR,729,22.0,3506.0,6186.0,WAG7,Cement,15,6,29,11,double,16.0,21,0,2023-10-26,45
FT137237,Mumbai Central,BCT,WR,Kharagpur Junction,KGP,SER,2172,23.0,2725.0,4219.0,WAG12,Container,79,12,32,7,double,18.0,41,0,2023-07-03,88
FT137238,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,587,59.0,2574.0,5370.0,WAG9,Coal,15,19,24,7,double,25.0,35,1,2023-03-19,19
FT137239,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,1674,32.0,1560.0,7019.0,WAG12,Coal,19,11,39,2,double,18.0,29,0,2023-05-26,42
FT137240,Howrah Junction,HWH,ER,Patna Junction,PNBE,ECR,1533,47.0,1839.0,4408.0,WAG7,Steel,59,16,29,11,double,7.0,35,0,2023-03-04,80
FT137241,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,607,28.0,3183.0,6310.0,WAG7,Cement,34,15,35,2,single,2.0,22,1,2023-10-28,32
FT137242,Ghaziabad Junction,GZB,NR,Mumbai Central,BCT,WR,3900,45.0,2684.0,,WAG12,Container,87,5,10,4,double,29.0,25,0,2023-04-28,90
FT137243,Howrah Junction,HWH,ER,Bhopal Junction,BPL,WCR,221,48.0,3533.0,7414.0,WAG7,Container,52,6,13,9,double,14.0,32,0,2023-05-30,42
FT137244,Howrah Junction,HWH,ER,Ghaziabad Junction,GZB,NR,604,39.0,3155.0,5814.0,WAG12,Cement,79,12,19,12,single,25.0,43,0,2023-12-12,80
FT137245,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,1170,30.0,3476.0,7236.0,WAG7,Cement,46,8,29,7,double,26.0,24,1,2023-06-15,77
FT137246,Kanpur Central,CNB,NCR,New Delhi,NDLS,NR,705,57.0,2961.0,7951.0,WAG12,Cement,39,7,27,9,double,11.0,38,0,2023-10-31,39
FT137247,Kanpur Central,CNB,NCR,New Delhi,NDLS,NR,1152,37.0,1962.0,6289.0,WAG12,Coal,91,13,33,3,single,,30,0,2023-07-22,102
FT137248,Chennai Central,MAS,SR,Ghaziabad Junction,GZB,NR,1182,38.0,1964.0,7790.0,WAG12,Coal,37,5,6,3,single,17.0,38,0,2023-07-30,41
FT137249,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,1035,24.0,2451.0,4327.0,WAG7,Container,93,12,16,6,double,0.0,23,0,2023-01-12,90
FT137250,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,802,49.0,1612.0,6483.0,WAG12,Steel,25,6,27,3,double,24.0,22,0,2023-06-20,32
FT137251,Itarsi Junction,ET,CR,Patna Junction,PNBE,ECR,683,41.0,2588.0,5018.0,WAG9,Container,51,6,20,10,single,4.0,20,1,2023-11-29,56
FT137252,New Delhi,NDLS,NR,Patna Junction,PNBE,ECR,505,57.0,3571.0,5912.0,WAG12,Container,17,6,25,10,single,,29,1,2023-08-10,32
FT137253,New Delhi,NDLS,NR,Bhopal Junction,BPL,WCR,400,37.0,1723.0,4977.0,WAG9,Cement,50,16,20,2,single,5.0,35,1,2023-05-09,35
FT137254,Mumbai Central,BCT,WR,Kharagpur Junction,KGP,SER,1835,52.0,2832.0,5430.0,WAG12,Steel,52,11,6,9,single,26.0,24,0,2023-02-19,82
FT137255,Howrah Junction,HWH,ER,Bhopal Junction,BPL,WCR,1662,23.0,,6137.0,WAG12,Container,85,19,21,11,single,21.0,37,0,2023-02-09,90
FT137256,Kanpur Central,CNB,NCR,Patna Junction,PNBE,ECR,1985,52.0,2515.0,6592.0,WAG9,Cement,52,5,5,10,double,0.0,37,0,2023-05-13,49
FT137257,New Delhi,NDLS,NR,Chennai Central,MAS,SR,481,24.0,2470.0,6802.0,WAG12,Coal,89,8,8,14,single,15.0,44,0,2023-09-06,86
FT137258,Kharagpur Junction,KGP,SER,Patna Junction,PNBE,ECR,1413,23.0,2198.0,4012.0,WAG12,Steel,79,13,17,9,single,4.0,32,1,2023-08-30,55
FT137259,Kharagpur Junction,KGP,SER,Howrah Junction,HWH,ER,1534,,1890.0,6853.0,WAG9,Steel,96,12,36,4,double,20.0,29,0,2023-07-23,81
FT137260,Kharagpur Junction,KGP,SER,Kanpur Central,CNB,NCR,1403,32.0,3933.0,7317.0,WAG12,Cement,64,9,16,2,single,21.0,33,1,2023-07-27,57
FT137261,Bhopal Junction,BPL,WCR,Patna Junction,PNBE,ECR,705,30.0,,6275.0,WAG12,Container,87,18,16,10,single,4.0,31,0,2023-08-23,59
FT137262,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,1568,22.0,3947.0,5292.0,WAG9,Cement,64,14,14,4,double,29.0,20,1,2023-09-28,87
FT137263,Bhopal Junction,BPL,WCR,Ghaziabad Junction,GZB,NR,1294,33.0,3219.0,6729.0,WAG9,Container,13,11,16,6,single,29.0,36,1,2023-03-26,29
FT137264,Bhopal Junction,BPL,WCR,Chennai Central,MAS,SR,965,41.0,3580.0,4975.0,WAG7,Container,81,5,22,5,double,24.0,26,0,2023-05-31,85
FT137265,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1802,46.0,3442.0,4936.0,WAG12,Coal,23,15,6,4,double,,25,0,2023-01-16,46
FT137266,New Delhi,NDLS,NR,Itarsi Junction,ET,CR,1967,38.0,3121.0,4326.0,WAG9,Cement,49,6,14,4,single,22.0,30,0,2023-03-19,80
FT137267,Howrah Junction,HWH,ER,Bhopal Junction,BPL,WCR,1139,57.0,2297.0,4600.0,WAG12,Cement,58,5,36,2,single,13.0,31,1,2023-07-27,61
FT137268,Bhopal Junction,BPL,WCR,Itarsi Junction,ET,CR,1859,57.0,1574.0,4082.0,WAG12,Container,84,9,10,5,single,11.0,27,1,2023-12-26,83
FT137269,Kharagpur Junction,KGP,SER,Bhopal Junction,BPL,WCR,1007,22.0,2385.0,5493.0,WAG7,Container,86,12,10,6,double,29.0,40,1,2023-03-15,83
FT137270,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,1472,49.0,1722.0,7751.0,WAG9,Steel,69,8,32,13,single,21.0,24,0,2023-03-25,67
FT137271,Patna Junction,PNBE,ECR,Chennai Central,MAS,SR,271,24.0,1537.0,5121.0,WAG7,Container,26,8,27,8,double,9.0,33,1,2023-07-04,30
FT137272,Ghaziabad Junction,GZB,NR,New Delhi,NDLS,NR,1740,38.0,1506.0,6397.0,WAG12,Coal,67,18,5,8,double,,42,0,2023-03-10,77
FT137273,Mumbai Central,BCT,WR,Howrah Junction,HWH,ER,1908,39.0,2298.0,7929.0,WAG7,Cement,43,7,20,9,single,24.0,41,1,2023-07-02,56
FT137274,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,1149,23.0,2943.0,7161.0,WAG12,Container,73,16,24,4,double,21.0,24,0,2023-06-23,134
FT137275,Bhopal Junction,BPL,WCR,Mumbai Central,BCT,WR,1272,59.0,2220.0,5304.0,WAG9,Cement,43,13,32,8,double,15.0,31,0,2023-01-23,55
FT137276,Chennai Central,MAS,SR,Mumbai Central,BCT,WR,1333,34.0,1734.0,7286.0,WAG9,Steel,15,16,21,8,double,25.0,27,0,2023-01-13,61
FT137277,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1331,38.0,3427.0,5904.0,WAG12,Container,46,14,10,6,double,15.0,25,0,2023-02-26,74
FT137278,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,1907,47.0,2516.0,6980.0,WAG9,Cement,77,10,32,6,double,3.0,27,1,2023-11-23,65
FT137279,Itarsi Junction,ET,CR,Kharagpur Junction,KGP,SER,896,51.0,3623.0,7630.0,WAG12,Cement,65,19,37,13,double,23.0,40,1,2023-04-06,72
FT137280,Ghaziabad Junction,GZB,NR,Kanpur Central,CNB,NCR,943,46.0,1799.0,6565.0,WAG12,Steel,28,10,27,10,single,3.0,41,1,2023-05-10,48
FT137281,Ghaziabad Junction,GZB,NR,New Delhi,NDLS,NR,1620,44.0,3014.0,7378.0,WAG12,Cement,15,19,15,6,single,7.0,40,0,2023-03-20,55
FT137282,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,328,31.0,1563.0,7641.0,WAG9,Steel,91,9,27,1,double,16.0,27,0,2023-01-16,79
FT137283,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,381,47.0,3641.0,6788.0,WAG9,Container,16,14,39,10,single,0.0,39,0,2023-02-21,35
FT137284,Itarsi Junction,ET,CR,Ghaziabad Junction,GZB,NR,1632,37.0,2060.0,7855.0,WAG7,Coal,86,10,29,1,double,13.0,38,0,2023-06-06,95
FT137285,Kharagpur Junction,KGP,SER,Ghaziabad Junction,GZB,NR,1680,25.0,2884.0,6578.0,WAG12,Coal,97,11,14,13,single,3.0,40,1,2023-12-07,89
FT137286,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,1114,57.0,3423.0,5128.0,WAG7,Steel,51,10,33,3,double,26.0,22,1,2023-03-09,64
FT137287,Howrah Junction,HWH,ER,Itarsi Junction,ET,CR,273,22.0,1976.0,7396.0,WAG12,Container,41,11,31,5,single,27.0,32,0,2023-06-25,41
FT137288,Itarsi Junction,ET,CR,New Delhi,NDLS,NR,304,47.0,3850.0,7315.0,WAG9,Coal,97,9,13,14,double,27.0,27,1,2023-05-11,62
FT137289,Ghaziabad Junction,GZB,NR,Kanpur Central,CNB,NCR,356,27.0,3200.0,5664.0,WAG12,Container,63,8,9,14,single,,35,0,2023-08-13,53
FT137290,New Delhi,NDLS,NR,Kharagpur Junction,KGP,SER,1581,41.0,2510.0,5851.0,WAG12,Steel,96,5,19,8,double,25.0,29,0,2023-07-31,84
FT137291,Howrah Junction,HWH,ER,Kharagpur Junction,KGP,SER,1748,39.0,3420.0,7536.0,WAG9,Container,32,10,6,1,double,5.0,33,0,2023-04-10,57
FT137292,Kanpur Central,CNB,NCR,Itarsi Junction,ET,CR,247,43.0,,5034.0,WAG9,Cement,87,6,39,7,double,9.0,29,1,2023-08-19,69
FT137293,Patna Junction,PNBE,ECR,Howrah Junction,HWH,ER,690,40.0,2488.0,7469.0,WAG12,Coal,57,5,27,7,double,24.0,39,1,2023-05-11,53
FT137294,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1889,59.0,2244.0,6663.0,WAG7,Steel,42,8,25,7,single,23.0,27,0,2023-05-18,57
FT137295,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,758,39.0,3129.0,,WAG12,Container,94,11,26,1,single,8.0,36,1,2023-01-26,87
FT137296,Ghaziabad Junction,GZB,NR,Bhopal Junction,BPL,WCR,984,50.0,2639.0,6736.0,WAG9,Steel,56,15,6,2,single,,32,1,2023-08-14,61
FT137297,Mumbai Central,BCT,WR,Patna Junction,PNBE,ECR,966,27.0,3961.0,4952.0,WAG9,Coal,47,16,39,6,single,6.0,26,1,2023-04-19,57
FT137298,Bhopal Junction,BPL,WCR,Kanpur Central,CNB,NCR,1317,40.0,3516.0,4117.0,WAG7,Steel,10,7,19,5,single,2.0,36,0,2023-09-18,30
FT137299,Ghaziabad Junction,GZB,NR,Chennai Central,MAS,SR,372,32.0,3784.0,7374.0,WAG7,Steel,40,10,16,5,single,3.0,35,1,2023-02-19,38
FT137300,Chennai Central,MAS,SR,New Delhi,NDLS,NR,700,20.0,2837.0,,WAG9,Cement,30,7,8,12,double,18.0,25,0,2023-07-17,35
FT137301,Ghaziabad Junction,GZB,NR,New Delhi,NDLS,NR,1226,20.0,1938.0,7893.0,WAG12,Container,61,7,5,3,single,29.0,32,0,2023-01-04,47
FT137302,Ghaziabad Junction,GZB,NR,Bhopal Junction,BPL,WCR,510,22.0,3160.0,6366.0,WAG9,Steel,35,14,29,9,single,1.0,33,1,2023-12-16,23
FT137303,Patna Junction,PNBE,ECR,New Delhi,NDLS,NR,849,50.0,2393.0,6358.0,WAG12,Cement,65,9,39,5,single,8.0,37,0,2023-10-22,73
FT137304,New Delhi,NDLS,NR,Howrah Junction,HWH,ER,1133,25.0,3790.0,4588.0,WAG12,Container,59,14,25,5,double,29.0,32,1,2023-09-01,75
FT137305,New Delhi,NDLS,NR,Kharagpur Junction,KGP,SER,1700,26.0,3242.0,6302.0,WAG9,Cement,62,7,24,4,double,11.0,32,1,2023-02-11,76
FT137306,Howrah Junction,HWH,ER,Kanpur Central,CNB,NCR,1168,37.0,3094.0,6518.0,WAG12,Coal,49,13,12,5,double,18.0,39,1,2023-06-17,59
FT137307,Kanpur Central,CNB,NCR,Chennai Central,MAS,SR,413,54.0,2690.0,4772.0,WAG7,Cement,18,14,29,6,double,10.0,27,1,2023-06-08,28
FT137308,Ghaziabad Junction,GZB,NR,Howrah Junction,HWH,ER,559,32.0,3254.0,6941.0,WAG7,Cement,15,18,39,10,double,19.0,41,0,2023-10-05,23
FT137309,Ghaziabad Junction,GZB,NR,Kanpur Central,CNB,NCR,246,42.0,3557.0,5666.0,WAG12,Steel,64,13,33,13,single,21.0,41,0,2023-04-14,68
FT137310,Bhopal Junction,BPL,WCR,Kanpur Central,CNB,NCR,1485,20.0,3313.0,5506.0,WAG7,Steel,66,10,14,13,single,26.0,37,1,2023-04-28,67
FT137311,Itarsi Junction,ET,CR,Chennai Central,MAS,SR,1082,47.0,2825.0,4805.0,WAG12,Steel,54,19,16,1,single,20.0,24,1,2023-11-21,64
FT137312,Kanpur Central,CNB,NCR,Howrah Junction,HWH,ER,267,27.0,1689.0,6240.0,WAG9,Steel,36,10,5,7,double,5.0,29,1,2023-05-08,26
FT137313,Itarsi Junction,ET,CR,New Delhi,NDLS,NR,525,30.0,3877.0,4134.0,WAG12,Container,53,15,34,8,single,16.0,24,1,2023-05-20,56
FT137314,Kanpur Central,CNB,NCR,Bhopal Junction,BPL,WCR,695,35.0,3151.0,4459.0,WAG12,Coal,49,16,9,2,single,25.0,32,1,2023-10-18,56
FT137315,Mumbai Central,BCT,WR,Itarsi Junction,ET,CR,876,57.0,2846.0,4554.0,WAG12,Coal,53,14,34,1,double,12.0,25,0,2023-06-23,54
FT137316,Howrah Junction,HWH,ER,Patna Junction,PNBE,ECR,1077,59.0,3632.0,5587.0,WAG7,Cement,81,19,30,11,single,13.0,29,1,2023-03-05,85
FT137317,Kharagpur Junction,KGP,SER,Mumbai Central,BCT,WR,1912,53.0,3315.0,7626.0,WAG12,Container,31,15,19,14,single,11.0,44,0,2023-10-01,88
FT137318,Kharagpur Junction,KGP,SER,Itarsi Junction,ET,CR,675,24.0,2963.0,6930.0,WAG7,Steel,15,8,16,8,double,11.0,40,0,2023-08-22,27
